     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
     0.000     0.000     0.000     0.000     0.021     0.979     2.000
